hole_id,from,to,mag_avg_si
17HR-272,150.0,155.0,6.83
17HR-272,155.0,160.0,3.69
17HR-272,160.0,165.0,1.24
17HR-272,165.0,170.0,0.52
17HR-272,170.0,175.0,0.98
17HR-272,175.0,180.0,7.78
17HR-272,180.0,185.0,5.77
17HR-272,185.0,190.0,2.45
17HR-272,190.0,195.0,2.73
17HR-272,195.0,200.0,3.89
17HR-272,200.0,205.0,6.12
17HR-272,205.0,210.0,4.04
17HR-272,210.0,215.0,7.81
17HR-272,215.0,220.0,5.2
17HR-272,220.0,225.0,0.86
17HR-272,225.0,230.0,1.24
17HR-272,230.0,235.0,1.06
17HR-272,235.0,240.0,3.55
17HR-272,240.0,245.0,4.25
17HR-272,245.0,250.0,3.56
17HR-272,250.0,255.0,0.36
17HR-272,255.0,260.0,0.75
17HR-272,260.0,265.0,0.25
17HR-272,265.0,270.0,1.36
17HR-272,270.0,275.0,1.63
17HR-272,275.0,280.0,7.94
17HR-272,280.0,285.0,0.5
17HR-272,285.0,290.0,0.2
17HR-272,290.0,295.0,0.79
17HR-272,295.0,300.0,0.96
17HR-272,300.0,305.0,1.54
17HR-272,305.0,310.0,5.64
17HR-272,310.0,315.0,1.07
17HR-272,315.0,320.0,1.29
17HR-272,320.0,325.0,0.45
17HR-272,325.0,330.0,1.72
17HR-272,330.0,335.0,3.69
17HR-272,335.0,340.0,5.75
17HR-272,340.0,345.0,2.51
17HR-272,345.0,350.0,4.93
17HR-272,350.0,355.0,0.65
17HR-272,355.0,360.0,0.12
17HR-272,360.0,365.0,1.33
17HR-272,365.0,370.0,3.68
17HR-272,370.0,375.0,0.62
17HR-272,375.0,380.0,1.6
17HR-272,380.0,385.0,1.46
17HR-272,385.0,390.0,7.55
17HR-272,390.0,395.0,7.89
17HR-272,395.0,400.0,3.84
17HR-272,400.0,405.0,6.04
17HR-272,405.0,410.0,4.35
17HR-272,410.0,415.0,5.39
17HR-272,415.0,420.0,5.0
17HR-272,420.0,425.0,6.78
17HR-272,425.0,430.0,5.14
17HR-272,430.0,435.0,3.19
17HR-272,435.0,440.0,4.77
17HR-272,440.0,445.0,7.96
17HR-272,445.0,450.0,3.2
17HR-272,450.0,455.0,2.69
17HR-272,455.0,460.0,3.0
17HR-272,460.0,465.0,4.43
17HR-272,465.0,470.0,0.47
17HR-272,470.0,475.0,0.85
17HR-272,475.0,480.0,1.19
17HR-272,480.0,485.0,0.99
17HR-272,485.0,490.0,0.09
17HR-272,490.0,495.0,0.16
17HR-272,495.0,500.0,5.93
17HR-272,500.0,505.0,6.92
17HR-272,505.0,510.0,6.91
17HR-272,510.0,515.0,6.85
17HR-272,515.0,520.0,7.42
17HR-272,520.0,525.0,1.65
17HR-272,525.0,530.0,0.77
17HR-272,530.0,535.0,0.2
17HR-272,535.0,540.0,6.12
17HR-272,540.0,545.0,3.64
17HR-272,545.0,550.0,6.94
17HR-272,550.0,555.0,0.16
17HR-272,555.0,560.0,1.38
17HR-272,560.0,565.0,0.86
17HR-272,565.0,570.0,3.46
17HR-272,570.0,575.0,5.13
17HR-272,575.0,580.0,7.71
17HR-272,580.0,585.0,6.05
17HR-272,585.0,590.0,2.19
17HR-272,590.0,595.0,3.08
17HR-272,595.0,600.0,7.26
17HR-272,600.0,605.0,2.33
17HR-272,605.0,610.0,5.71
17HR-272,610.0,615.0,3.37
17HR-272,615.0,620.0,6.81
17HR-272,620.0,625.0,5.7
17HR-272,625.0,630.0,0.46
17HR-272,630.0,635.0,1.59
17HR-272,635.0,640.0,0.35
17HR-272,640.0,645.0,7.47
17HR-272,645.0,650.0,5.51
17HR-272,650.0,655.0,4.85
17HR-272,655.0,660.0,7.5
17HR-272,660.0,665.0,3.57
17HR-272,665.0,670.0,3.4
17HR-272,670.0,675.0,5.96
17HR-272,675.0,680.0,7.58
17HR-272,680.0,685.0,7.93
17HR-272,685.0,690.0,6.96
17HR-272,690.0,695.0,6.13
17HR-272,695.0,700.0,4.36
17HR-272,700.0,705.0,7.86
17HR-272,705.0,710.0,5.77
17HR-272,710.0,715.0,4.52
17HR-272,715.0,720.0,2.21
17HR-272,720.0,725.0,5.93
17HR-272,725.0,730.0,4.32
17HR-272,730.0,735.0,2.78
17HR-272,735.0,740.0,4.87
17HR-272,740.0,745.0,4.2
17HR-272,745.0,750.0,7.14
17HR-272,750.0,755.0,3.95
17HR-272,755.0,760.0,2.12
17HR-272,760.0,765.0,2.53
17HR-272,765.0,770.0,7.49
17HR-272,770.0,770.0,6.15
17HR-273,0.0,5.0,1.51
17HR-273,5.0,10.0,6.58
17HR-273,10.0,15.0,1.44
17HR-273,15.0,20.0,1.48
17HR-273,20.0,25.0,0.4
17HR-273,25.0,30.0,0.59
17HR-273,30.0,35.0,0.37
17HR-273,35.0,40.0,3.79
17HR-273,40.0,45.0,5.13
17HR-273,45.0,50.0,7.53
17HR-273,50.0,55.0,3.02
17HR-273,55.0,60.0,0.24
17HR-273,60.0,65.0,1.65
17HR-273,65.0,70.0,1.44
17HR-273,70.0,75.0,0.87
17HR-273,75.0,80.0,0.88
17HR-273,80.0,85.0,0.22
17HR-273,85.0,90.0,1.36
17HR-273,90.0,95.0,1.17
17HR-273,95.0,100.0,1.23
17HR-273,100.0,105.0,0.58
17HR-273,105.0,110.0,1.75
17HR-273,110.0,115.0,2.91
17HR-273,115.0,120.0,7.68
17HR-273,120.0,125.0,2.21
17HR-273,125.0,130.0,1.61
17HR-273,130.0,135.0,1.4
17HR-273,135.0,140.0,1.42
17HR-273,140.0,145.0,1.55
17HR-273,145.0,150.0,1.75
17HR-273,150.0,155.0,6.76
17HR-273,155.0,160.0,7.77
17HR-273,160.0,165.0,5.16
17HR-273,165.0,170.0,7.2
17HR-273,170.0,175.0,2.52
17HR-273,175.0,180.0,5.11
17HR-273,180.0,185.0,2.81
17HR-273,185.0,190.0,3.47
17HR-273,190.0,195.0,7.61
17HR-273,195.0,200.0,6.72
17HR-273,200.0,205.0,7.78
17HR-273,205.0,210.0,7.18
17HR-273,210.0,215.0,1.24
17HR-273,215.0,220.0,1.14
17HR-273,220.0,225.0,1.23
17HR-273,225.0,230.0,6.98
17HR-273,230.0,235.0,6.6
17HR-273,235.0,240.0,0.56
17HR-273,240.0,245.0,0.25
17HR-273,245.0,250.0,4.47
17HR-273,250.0,255.0,4.24
17HR-273,255.0,260.0,3.99
17HR-273,260.0,265.0,5.02
17HR-273,265.0,270.0,3.05
17HR-273,270.0,275.0,6.68
17HR-273,275.0,280.0,6.96
17HR-273,280.0,285.0,3.34
17HR-273,285.0,290.0,5.34
17HR-273,290.0,295.0,6.69
17HR-273,295.0,300.0,6.51
17HR-273,300.0,305.0,4.84
17HR-273,305.0,310.0,4.29
17HR-273,310.0,315.0,6.04
17HR-273,315.0,320.0,5.22
17HR-273,320.0,325.0,2.99
17HR-273,325.0,330.0,5.55
17HR-273,330.0,335.0,3.99
17HR-273,335.0,340.0,5.11
17HR-273,340.0,345.0,7.58
17HR-273,345.0,350.0,6.14
17HR-273,350.0,355.0,6.32
17HR-273,355.0,360.0,2.39
17HR-273,360.0,362.0,5.71
17HR-274,0.0,5.0,1.97
17HR-274,5.0,10.0,19.36
17HR-274,10.0,15.0,0.55
17HR-274,15.0,20.0,0.88
17HR-274,20.0,25.0,0.08
17HR-274,25.0,30.0,1.02
17HR-274,30.0,35.0,7.8
17HR-274,35.0,40.0,3.09
17HR-274,40.0,45.0,0.27
17HR-274,45.0,50.0,1.03
17HR-274,50.0,55.0,3.92
17HR-274,55.0,60.0,4.71
17HR-274,60.0,65.0,3.23
17HR-274,65.0,70.0,4.94
17HR-274,70.0,75.0,3.41
17HR-274,75.0,80.0,2.9
17HR-274,80.0,85.0,5.57
17HR-274,85.0,90.0,7.6
17HR-274,90.0,95.0,2.46
17HR-274,95.0,100.0,3.63
17HR-274,100.0,105.0,0.54
17HR-274,105.0,110.0,1.72
17HR-274,110.0,115.0,0.91
17HR-274,115.0,120.0,4.2
17HR-274,120.0,125.0,5.1
17HR-274,125.0,130.0,1.62
17HR-274,130.0,135.0,0.52
17HR-274,135.0,140.0,4.98
17HR-274,140.0,145.0,5.82
17HR-274,145.0,150.0,4.9
17HR-274,150.0,155.0,5.09
17HR-274,155.0,160.0,4.1
17HR-274,160.0,165.0,0.75
17HR-274,165.0,170.0,1.46
17HR-274,170.0,175.0,0.25
17HR-274,175.0,180.0,0.13
17HR-274,180.0,185.0,0.13
17HR-274,185.0,190.0,0.59
17HR-274,190.0,195.0,1.48
17HR-274,195.0,200.0,0.85
17HR-274,200.0,205.0,0.8
17HR-274,205.0,210.0,1.23
17HR-274,210.0,215.0,1.32
17HR-274,215.0,220.0,4.53
17HR-274,220.0,225.0,5.58
17HR-274,225.0,230.0,2.7
17HR-274,230.0,235.0,0.65
17HR-274,235.0,240.0,0.88
17HR-274,240.0,245.0,0.61
17HR-274,245.0,250.0,6.29
17HR-274,250.0,255.0,7.93
17HR-274,255.0,260.0,4.66
17HR-274,260.0,265.0,0.26
17HR-274,265.0,270.0,1.47
17HR-274,270.0,275.0,1.62
17HR-274,275.0,280.0,0.41
17HR-274,280.0,285.0,0.77
17HR-274,285.0,290.0,6.35
17HR-274,290.0,295.0,4.81
17HR-274,295.0,299.0,3.98
17HR-275,0.0,5.0,0.54
17HR-275,5.0,10.0,7.06
17HR-275,10.0,15.0,4.12
17HR-275,15.0,20.0,4.3
17HR-275,20.0,25.0,5.36
17HR-275,25.0,30.0,6.87
17HR-275,30.0,35.0,0.59
17HR-275,35.0,40.0,0.14
17HR-275,40.0,45.0,0.37
17HR-275,45.0,50.0,1.57
17HR-275,50.0,55.0,0.61
17HR-275,55.0,60.0,1.45
17HR-275,60.0,65.0,0.94
17HR-275,65.0,70.0,5.43
17HR-275,70.0,75.0,6.21
17HR-275,75.0,80.0,2.88
17HR-275,80.0,85.0,0.68
17HR-275,85.0,90.0,0.46
17HR-275,90.0,95.0,0.24
17HR-275,95.0,100.0,1.55
17HR-275,100.0,105.0,1.63
17HR-275,105.0,110.0,1.33
17HR-275,110.0,115.0,0.65
17HR-275,115.0,120.0,2.6
17HR-275,120.0,125.0,2.23
17HR-275,125.0,130.0,1.62
17HR-275,130.0,135.0,1.43
17HR-275,135.0,140.0,1.1
17HR-275,140.0,145.0,0.94
17HR-275,145.0,150.0,2.47
17HR-275,150.0,155.0,2.54
17HR-275,155.0,160.0,7.27
17HR-275,160.0,165.0,1.15
17HR-275,165.0,170.0,0.25
17HR-275,170.0,175.0,1.64
17HR-275,175.0,180.0,2.73
17HR-275,180.0,185.0,1.04
17HR-275,185.0,190.0,1.17
17HR-275,190.0,195.0,1.04
17HR-275,195.0,200.0,7.69
17HR-275,200.0,205.0,6.14
17HR-275,205.0,210.0,6.34
17HR-275,210.0,215.0,6.42
17HR-275,215.0,220.0,3.18
17HR-275,220.0,225.0,4.47
17HR-275,225.0,230.0,6.09
17HR-275,230.0,235.0,0.52
17HR-275,235.0,240.0,0.26
17HR-275,240.0,245.0,1.6
17HR-275,245.0,250.0,2.23
17HR-275,250.0,255.0,2.56
17HR-275,255.0,260.0,5.82
17HR-275,260.0,265.0,3.75
17HR-275,265.0,270.0,17.42
17HR-275,270.0,275.0,0.2
17HR-275,275.0,280.0,1.74
17HR-275,280.0,285.0,0.79
17HR-275,285.0,290.0,0.66
17HR-275,290.0,295.0,1.48
17HR-275,295.0,300.0,0.47
17HR-275,300.0,305.0,0.53
17HR-275,305.0,310.0,1.48
17HR-275,310.0,315.0,1.27
17HR-275,315.0,320.0,2.02
17HR-275,320.0,325.0,3.94
17HR-275,325.0,330.0,6.49
17HR-275,330.0,335.0,3.91
17HR-275,335.0,340.0,6.89
17HR-275,340.0,345.0,5.93
17HR-275,345.0,350.0,3.9
17HR-275,350.0,355.0,7.94
17HR-275,355.0,360.0,6.11
17HR-275,360.0,365.0,3.91
17HR-275,365.0,370.0,4.8
17HR-275,370.0,371.0,4.53
17HR-276,0.0,5.0,1.92
17HR-276,5.0,10.0,1.86
17HR-276,10.0,15.0,27.25
17HR-276,15.0,20.0,27.41
17HR-276,20.0,25.0,29.09
17HR-276,25.0,30.0,22.66
17HR-276,30.0,35.0,25.01
17HR-276,35.0,40.0,0.62
17HR-276,40.0,45.0,0.48
17HR-276,45.0,50.0,2.29
17HR-276,50.0,55.0,7.17
17HR-276,55.0,60.0,5.43
17HR-276,60.0,65.0,5.95
17HR-276,65.0,70.0,2.36
17HR-276,70.0,75.0,3.89
17HR-276,75.0,80.0,3.89
17HR-276,80.0,85.0,4.38
17HR-276,85.0,90.0,4.93
17HR-276,90.0,95.0,6.62
17HR-276,95.0,100.0,0.53
17HR-276,100.0,105.0,0.93
17HR-276,105.0,110.0,0.14
17HR-276,110.0,115.0,2.41
17HR-276,115.0,120.0,4.66
17HR-276,120.0,125.0,3.76
17HR-276,125.0,130.0,4.21
17HR-276,130.0,135.0,0.55
17HR-276,135.0,140.0,1.73
17HR-276,140.0,145.0,1.44
17HR-276,145.0,150.0,0.26
17HR-276,150.0,155.0,4.37
17HR-276,155.0,160.0,6.44
17HR-276,160.0,165.0,6.04
17HR-276,165.0,170.0,7.58
17HR-276,170.0,175.0,1.52
17HR-276,175.0,180.0,1.13
17HR-276,180.0,185.0,1.56
17HR-276,185.0,190.0,0.17
17HR-276,190.0,195.0,1.57
17HR-276,195.0,200.0,0.25
17HR-276,200.0,205.0,0.89
17HR-276,205.0,210.0,1.24
17HR-276,210.0,215.0,1.28
17HR-276,215.0,220.0,3.48
17HR-276,220.0,225.0,2.5
17HR-276,225.0,230.0,4.89
17HR-276,230.0,235.0,4.87
17HR-276,235.0,240.0,5.52
17HR-276,240.0,245.0,7.79
17HR-276,245.0,250.0,6.38
17HR-276,250.0,255.0,3.4
17HR-276,255.0,260.0,4.62
17HR-276,260.0,265.0,6.39
17HR-276,265.0,270.0,7.63
17HR-276,270.0,275.0,6.84
17HR-276,275.0,280.0,2.72
17HR-276,280.0,285.0,7.49
17HR-276,285.0,290.0,3.39
17HR-276,290.0,295.0,2.34
17HR-276,295.0,300.0,4.6
