hole_id,from,to,mineral,percent
17HR-270,228.3,228.3,SPH,14.1
17HR-270,339.2,339.2,SPH,4.6
17HR-270,346.2,346.2,SPH,9.7
17HR-270,326.4,326.4,SPH,11.3
17HR-270,346.9,346.9,PY,8.5
17HR-270,344.9,344.9,SPH,5.2
17HR-270,336.3,336.3,PY,17.6
17HR-270,361.1,361.1,SPH,18.9
17HR-270,371.6,371.6,SPH,14.4
17HR-270,385.7,385.7,SPH,17.7
17HR-270,383.0,383.0,PO,14.8
17HR-270,389.4,389.4,PY,2.4
17HR-271,6.8,6.8,CPY,16.6
17HR-271,6.3,6.3,CPY,2.6
17HR-271,6.3,6.3,CPY,2.0
17HR-271,7.5,7.5,PY,1.6
17HR-271,36.9,36.9,PY,10.6
17HR-271,40.0,40.0,GAL,6.7
17HR-271,36.9,36.9,GAL,3.1
17HR-271,73.6,73.6,PY,18.5
17HR-271,66.3,66.3,PY,11.1
17HR-271,64.8,64.8,SPH,10.2
17HR-271,80.3,80.3,SPH,3.4
17HR-271,76.6,76.6,SPH,17.3
17HR-271,64.4,64.4,PY,10.5
17HR-271,92.8,92.8,SPH,15.7
17HR-271,95.1,95.1,PO,10.2
17HR-271,93.2,93.2,PY,3.6
17HR-271,92.4,92.4,PO,6.1
17HR-271,92.5,92.5,PO,15.6
17HR-271,94.2,94.2,PO,10.1
17HR-271,125.8,125.8,SPH,5.8
17HR-271,141.0,141.0,SPH,5.2
17HR-271,122.9,122.9,PY,6.3
17HR-271,133.4,133.4,SPH,18.7
17HR-271,157.7,157.7,PO,16.8
17HR-271,156.4,156.4,PY,17.7
17HR-271,157.0,157.0,PY,18.5
17HR-271,156.2,156.2,SPH,12.7
17HR-271,203.1,203.1,SPH,15.3
17HR-271,191.0,191.0,PY,7.2
17HR-271,196.9,196.9,SPH,17.2
17HR-271,195.3,195.3,PO,7.9
17HR-271,206.8,206.8,SPH,14.7
17HR-271,231.3,231.3,SPH,17.9
17HR-271,230.2,230.2,PY,16.0
17HR-271,231.4,231.4,SPH,18.2
17HR-271,231.2,231.2,PO,11.3
17HR-271,230.7,230.7,PO,12.6
17HR-271,276.7,276.7,PY,1.9
17HR-271,278.8,278.8,SPH,17.0
17HR-271,277.6,277.6,PY,6.8
17HR-271,320.6,320.6,SPH,16.5
17HR-271,321.0,321.0,SPH,19.6
17HR-271,321.3,321.3,PY,6.9
17HR-271,337.3,337.3,SPH,7.2
17HR-271,339.1,339.1,PY,4.9
17HR-271,337.1,337.1,PY,18.8
17HR-271,336.2,336.2,PY,3.8
17HR-271,338.9,338.9,SPH,16.3
17HR-271,338.1,338.1,PY,5.2
17HR-272,23.7,23.7,GAL,12.7
17HR-272,37.8,37.8,PO,1.8
17HR-272,19.9,19.9,GAL,12.3
17HR-272,12.9,12.9,GAL,3.3
17HR-272,29.5,29.5,PY,7.5
17HR-272,65.4,65.4,PY,2.4
17HR-272,64.0,64.0,SPH,14.8
17HR-272,68.5,68.5,SPH,3.9
17HR-272,75.1,75.1,PY,11.0
17HR-272,66.4,66.4,PO,12.9
17HR-272,71.0,71.0,SPH,17.3
17HR-272,96.7,96.7,SPH,9.2
17HR-272,95.9,95.9,SPH,19.1
17HR-272,97.0,97.0,PO,14.6
17HR-272,95.8,95.8,SPH,8.1
17HR-272,164.2,164.2,PY,3.1
17HR-272,162.8,162.8,PY,1.1
17HR-272,163.8,163.8,SPH,18.5
17HR-272,164.0,164.0,SPH,5.6
17HR-272,163.5,163.5,PY,12.4
17HR-272,162.6,162.6,SPH,8.5
17HR-272,223.4,223.4,PO,10.9
17HR-272,224.6,224.6,PY,5.1
17HR-272,224.7,224.7,PY,7.4
17HR-272,224.7,224.7,CPY,15.6
17HR-272,262.7,262.7,SPH,8.9
17HR-272,263.7,263.7,SPH,18.8
17HR-272,257.1,257.1,PO,14.9
17HR-272,262.0,262.0,SPH,13.9
17HR-272,282.9,282.9,PY,13.0
17HR-272,282.4,282.4,SPH,6.0
17HR-272,285.6,285.6,SPH,10.8
17HR-272,289.8,289.8,SPH,13.3
17HR-272,319.2,319.2,SPH,4.6
17HR-272,315.7,315.7,PO,19.6
17HR-272,314.6,314.6,PY,3.7
17HR-272,316.0,316.0,PY,3.0
17HR-272,353.2,353.2,SPH,12.1
17HR-272,355.0,355.0,PY,9.6
17HR-272,354.7,354.7,PO,3.7
17HR-272,354.8,354.8,PO,2.7
17HR-272,354.8,354.8,PY,2.9
17HR-272,374.7,374.7,SPH,16.3
17HR-272,374.7,374.7,PY,12.7
17HR-272,374.2,374.2,PY,12.8
17HR-272,374.4,374.4,SPH,19.6
17HR-272,374.5,374.5,SPH,18.5
17HR-272,470.6,470.6,PO,11.5
17HR-272,470.2,470.2,PY,8.9
17HR-272,473.4,473.4,SPH,13.1
17HR-272,487.2,487.2,PY,4.5
17HR-272,488.0,488.0,CPY,8.2
17HR-272,487.6,487.6,PY,7.0
17HR-272,487.0,487.0,PY,19.3
17HR-272,487.2,487.2,CPY,14.8
17HR-272,487.6,487.6,PY,8.4
17HR-272,523.5,523.5,PY,9.7
17HR-272,524.8,524.8,PO,2.0
17HR-272,523.6,523.6,PY,13.2
17HR-272,523.7,523.7,SPH,10.7
17HR-272,523.3,523.3,PY,11.0
17HR-272,524.4,524.4,PY,2.6
17HR-272,556.9,556.9,PY,2.4
17HR-272,556.0,556.0,PY,3.0
17HR-272,555.0,555.0,PY,18.1
17HR-272,631.3,631.3,SPH,7.2
17HR-272,629.5,629.5,PY,4.0
17HR-272,630.0,630.0,PY,4.4
17HR-272,630.1,630.1,SPH,1.2
17HR-272,629.2,629.2,PY,6.4
17HR-273,20.0,20.0,SPH,13.5
17HR-273,24.4,24.4,PY,3.3
17HR-273,18.3,18.3,SPH,3.5
17HR-273,74.8,74.8,PY,17.9
17HR-273,66.0,66.0,PY,8.2
17HR-273,62.7,62.7,PO,6.0
17HR-273,68.0,68.0,SPH,15.2
17HR-273,68.1,68.1,SPH,15.6
17HR-273,96.1,96.1,PY,9.0
17HR-273,98.2,98.2,PO,6.4
17HR-273,90.6,90.6,PO,4.7
17HR-273,135.9,135.9,PY,14.8
17HR-273,131.9,131.9,SPH,18.3
17HR-273,132.7,132.7,SPH,15.6
17HR-273,131.9,131.9,PY,18.6
17HR-273,215.1,215.1,PY,1.5
17HR-273,217.6,217.6,CPY,19.5
17HR-273,215.7,215.7,CPY,4.8
17HR-273,215.2,215.2,PO,8.2
17HR-273,238.5,238.5,PY,11.0
17HR-273,237.8,237.8,SPH,6.9
17HR-273,238.6,238.6,PY,15.5
17HR-274,16.5,16.5,SPH,16.2
17HR-274,17.8,17.8,PO,3.8
17HR-274,21.1,21.1,SPH,17.8
17HR-274,12.4,12.4,PY,15.6
17HR-274,15.2,15.2,PY,10.0
17HR-274,20.7,20.7,PO,10.6
17HR-274,42.3,42.3,PY,17.0
17HR-274,42.7,42.7,SPH,5.3
17HR-274,41.4,41.4,SPH,16.4
17HR-274,41.7,41.7,PY,18.4
17HR-274,106.5,106.5,SPH,19.8
17HR-274,106.0,106.0,PO,12.0
17HR-274,105.8,105.8,SPH,18.2
17HR-274,106.4,106.4,SPH,14.3
17HR-274,128.4,128.4,SPH,14.6
17HR-274,127.3,127.3,PY,10.8
17HR-274,128.7,128.7,PO,2.3
17HR-274,127.3,127.3,SPH,2.1
17HR-274,171.2,171.2,PY,16.3
17HR-274,169.7,169.7,PO,7.1
17HR-274,166.3,166.3,SPH,9.5
17HR-274,165.3,165.3,PY,7.3
17HR-274,183.6,183.6,PY,4.7
17HR-274,188.8,188.8,PY,12.5
17HR-274,184.1,184.1,PY,11.8
17HR-274,208.4,208.4,PY,12.2
17HR-274,207.2,207.2,SPH,2.8
17HR-274,207.2,207.2,SPH,17.0
17HR-274,234.8,234.8,SPH,13.2
17HR-274,236.7,236.7,SPH,2.0
17HR-274,234.1,234.1,SPH,14.9
17HR-274,276.7,276.7,SPH,2.5
17HR-274,267.6,267.6,PY,4.0
17HR-274,267.7,267.7,PO,5.7
17HR-274,269.6,269.6,PY,10.8
17HR-275,35.6,35.6,PY,8.5
17HR-275,47.0,47.0,PO,9.9
17HR-275,44.0,44.0,SPH,12.4
17HR-275,33.9,33.9,SPH,14.9
17HR-275,83.2,83.2,SPH,17.9
17HR-275,84.6,84.6,SPH,8.3
17HR-275,83.5,83.5,PY,5.8
17HR-275,83.2,83.2,SPH,10.7
17HR-275,104.3,104.3,SPH,11.6
17HR-275,106.3,106.3,PY,7.4
17HR-275,102.4,102.4,SPH,16.0
17HR-275,107.3,107.3,PY,6.3
17HR-275,102.6,102.6,PY,18.0
17HR-275,98.4,98.4,SPH,15.9
17HR-275,136.7,136.7,SPH,13.9
17HR-275,127.4,127.4,PY,3.6
17HR-275,135.2,135.2,PY,3.4
17HR-275,138.0,138.0,SPH,6.8
17HR-275,165.1,165.1,SPH,4.9
17HR-275,162.4,162.4,SPH,11.9
17HR-275,163.9,163.9,SPH,10.3
17HR-275,166.4,166.4,PY,13.3
17HR-275,162.5,162.5,PO,4.1
17HR-275,165.3,165.3,SPH,10.8
17HR-275,185.9,185.9,PY,10.7
17HR-275,186.6,186.6,SPH,15.6
17HR-275,186.7,186.7,SPH,3.3
17HR-275,187.6,187.6,SPH,15.1
17HR-275,186.1,186.1,PY,9.8
17HR-275,235.2,235.2,PY,3.2
17HR-275,235.4,235.4,SPH,2.3
17HR-275,235.5,235.5,PY,19.2
17HR-275,235.1,235.1,SPH,19.5
17HR-275,276.5,276.5,PO,6.7
17HR-275,276.2,276.2,SPH,13.7
17HR-275,276.1,276.1,SPH,8.5
17HR-275,277.0,277.0,SPH,10.4
17HR-275,280.9,280.9,PO,14.7
17HR-275,304.0,304.0,SPH,3.2
17HR-275,300.7,300.7,PY,14.9
17HR-275,301.2,301.2,SPH,17.7
17HR-276,36.8,36.8,PO,14.7
17HR-276,36.6,36.6,PO,10.4
17HR-276,37.6,37.6,PO,17.4
17HR-276,101.5,101.5,SPH,4.2
17HR-276,101.2,101.2,PY,10.7
17HR-276,100.8,100.8,PY,4.6
17HR-276,100.2,100.2,PY,8.5
17HR-276,100.3,100.3,PY,12.0
17HR-276,140.7,140.7,GAL,7.3
17HR-276,134.5,134.5,GAL,1.6
17HR-276,140.0,140.0,PY,16.3
17HR-276,132.8,132.8,GAL,7.3
17HR-276,174.8,174.8,PY,12.1
17HR-276,172.4,172.4,SPH,19.7
17HR-276,172.6,172.6,SPH,18.2
17HR-276,174.5,174.5,PY,16.7
17HR-276,190.8,190.8,SPH,12.4
17HR-276,205.8,205.8,PY,18.1
17HR-276,198.5,198.5,SPH,12.4
17HR-276,197.1,197.1,SPH,9.1
17HR-276,200.0,200.0,PY,17.8
17HR-276,190.0,190.0,SPH,19.9
17HR-276,385.3,385.3,PY,12.5
17HR-276,382.9,382.9,PO,5.3
17HR-276,382.1,382.1,PO,8.7
17HR-276,400.5,400.5,PO,15.1
17HR-276,400.3,400.3,GAL,18.4
17HR-276,401.8,401.8,PY,3.4
17HR-276,401.7,401.7,PO,17.3
17HR-276,401.2,401.2,PO,15.2
17HR-276,400.3,400.3,PY,1.5
17HR-276,455.4,455.4,SPH,11.5
17HR-276,437.1,437.1,PY,9.4
17HR-276,451.6,451.6,PO,1.8
17HR-276,452.6,452.6,PY,17.6
17HR-276,453.2,453.2,SPH,1.3
17HR-276,498.5,498.5,PY,17.6
17HR-276,499.4,499.4,SPH,18.1
17HR-276,499.6,499.6,PY,1.3
17HR-276,498.2,498.2,SPH,5.7
17HR-276,499.6,499.6,PY,12.0
17HR-276,498.6,498.6,SPH,6.5
17HR-277,23.3,23.3,PY,4.0
17HR-277,40.5,40.5,PY,2.2
17HR-277,36.4,36.4,PY,2.3
17HR-277,49.2,49.2,PY,19.8
17HR-277,71.0,71.0,SPH,9.9
17HR-277,72.6,72.6,SPH,7.4
17HR-277,70.5,70.5,PY,17.9
17HR-277,70.9,70.9,PO,19.5
17HR-277,105.4,105.4,SPH,2.6
17HR-277,109.0,109.0,PO,2.1
17HR-277,105.8,105.8,SPH,4.6
17HR-277,109.9,109.9,PY,12.6
17HR-277,174.7,174.7,SPH,18.7
17HR-277,166.3,166.3,SPH,12.6
17HR-277,168.9,168.9,SPH,4.8
17HR-277,174.2,174.2,PY,1.6
17HR-277,167.8,167.8,PY,2.5
17HR-277,173.0,173.0,PO,2.5
17HR-277,227.6,227.6,PY,17.8
17HR-277,226.2,226.2,PY,10.9
17HR-277,226.6,226.6,PY,12.4
17HR-277,226.1,226.1,SPH,15.7
17HR-277,226.0,226.0,SPH,5.3
17HR-277,227.6,227.6,SPH,16.4
17HR-277,328.6,328.6,PO,8.6
17HR-277,328.2,328.2,PO,11.4
17HR-277,329.5,329.5,PY,18.2
17HR-277,329.3,329.3,SPH,9.0
17HR-277,328.7,328.7,PY,7.9
17HR-278,13.9,13.9,PY,14.4
17HR-278,8.8,8.8,PO,2.7
17HR-278,11.2,11.2,PY,17.5
17HR-278,10.2,10.2,PY,7.9
17HR-278,13.0,13.0,PY,2.1
17HR-278,13.8,13.8,SPH,7.9
17HR-278,141.8,141.8,SPH,11.2
17HR-278,134.0,134.0,SPH,16.2
17HR-278,140.7,140.7,SPH,18.2
17HR-278,134.3,134.3,PY,15.0
17HR-278,285.3,285.3,GAL,1.0
17HR-278,285.8,285.8,GAL,19.2
17HR-278,284.3,284.3,PY,13.5
17HR-278,370.8,370.8,SPH,9.0
17HR-278,370.1,370.1,PY,13.5
17HR-278,370.6,370.6,SPH,16.0
17HR-278,368.4,368.4,SPH,15.8
17HR-278,409.9,409.9,PO,6.6
17HR-278,409.0,409.0,SPH,16.5
17HR-278,408.8,408.8,PY,6.8
17HR-278,408.3,408.3,SPH,4.2
17HR-278,472.3,472.3,SPH,5.9
17HR-278,465.3,465.3,PO,7.6
17HR-278,501.3,501.3,SPH,13.1
17HR-278,513.7,513.7,PY,6.5
17HR-278,512.3,512.3,SPH,6.1
17HR-278,515.6,515.6,SPH,11.9
17HR-278,536.0,536.0,PO,15.8
17HR-278,536.8,536.8,PY,3.4
17HR-278,543.6,543.6,SPH,7.2
17HR-278,531.4,531.4,PY,10.9
17HR-278,573.7,573.7,SPH,5.7
17HR-278,578.0,578.0,PY,13.5
17HR-278,574.0,574.0,SPH,9.5
17HR-278,577.7,577.7,SPH,1.3
17HR-278,572.9,572.9,PO,10.1
17HR-278,575.2,575.2,SPH,15.6
17HR-281,435.4,435.4,SPH,9.9
17HR-281,435.8,435.8,PY,7.9
17HR-281,435.4,435.4,SPH,17.8
17HR-281,438.7,438.7,SPH,12.5
17HR-281,435.5,435.5,SPH,5.5
17HR-281,436.2,436.2,SPH,9.8
17HR-281,457.6,457.6,PY,17.1
17HR-281,465.3,465.3,PY,13.9
17HR-281,469.3,469.3,PY,3.7
17HR-281,548.9,548.9,SPH,12.4
17HR-281,549.8,549.8,SPH,11.0
17HR-281,548.4,548.4,PO,5.2
17HR-281,548.6,548.6,SPH,11.2
17HR-281,548.3,548.3,SPH,19.6
17HR-281,572.0,572.0,PY,16.4
17HR-281,571.7,571.7,PO,3.3
17HR-281,570.2,570.2,SPH,17.3
17HR-282,47.2,47.2,PY,12.6
17HR-282,48.9,48.9,PO,11.3
17HR-282,47.5,47.5,SPH,2.1
17HR-282,47.6,47.6,PY,12.6
17HR-282,49.0,49.0,PY,18.7
17HR-282,81.2,81.2,SPH,12.2
17HR-282,77.1,77.1,PY,19.7
17HR-282,119.7,119.7,PY,16.7
17HR-282,84.6,84.6,SPH,14.0
17HR-282,82.1,82.1,SPH,6.4
17HR-282,125.4,125.4,SPH,16.0
17HR-282,179.9,179.9,SPH,7.2
17HR-282,180.7,180.7,SPH,17.7
17HR-282,180.5,180.5,PO,8.6
17HR-282,180.0,180.0,SPH,14.8
17HR-282,247.3,247.3,SPH,2.8
17HR-282,230.5,230.5,PY,9.0
17HR-282,242.9,242.9,SPH,12.7
17HR-282,240.3,240.3,SPH,13.4
17HR-282,240.7,240.7,SPH,11.3
17HR-282,390.9,390.9,SPH,3.9
17HR-282,388.6,388.6,PY,7.9
17HR-282,385.4,385.4,SPH,5.6
17HR-282,388.9,388.9,PY,3.9
17HR-282,390.2,390.2,PY,9.3
17HR-282,386.9,386.9,SPH,14.0
17HR-284,24.7,24.7,PY,5.1
17HR-284,25.5,25.5,PY,5.4
17HR-284,29.0,29.0,CPY,19.1
17HR-284,25.6,25.6,CPY,4.5
17HR-284,53.2,53.2,CPY,15.2
17HR-284,63.5,63.5,PO,18.5
17HR-284,64.5,64.5,PY,17.1
17HR-284,103.5,103.5,CPY,17.5
17HR-284,102.9,102.9,CPY,4.0
17HR-284,103.5,103.5,PY,14.4
17HR-284,104.0,104.0,PY,11.5
17HR-284,175.4,175.4,PY,2.1
17HR-284,174.7,174.7,SPH,14.6
17HR-284,174.0,174.0,SPH,19.6
17HR-284,192.1,192.1,PY,16.0
17HR-284,192.3,192.3,PY,17.9
17HR-284,192.7,192.7,SPH,8.0
17HR-284,193.4,193.4,PY,14.1
17HR-284,193.7,193.7,PO,2.7
17HR-284,217.2,217.2,PY,11.3
17HR-284,217.7,217.7,SPH,7.4
17HR-284,216.9,216.9,SPH,17.3
17HR-284,217.1,217.1,SPH,16.7
17HR-284,228.9,228.9,PY,5.4
17HR-284,229.8,229.8,SPH,1.9
17HR-284,229.5,229.5,PO,8.6
17HR-284,289.5,289.5,PY,9.5
17HR-284,288.9,288.9,CPY,17.4
17HR-284,289.9,289.9,CPY,4.5
17HR-284,291.1,291.1,PO,13.9
17HR-284,290.7,290.7,CPY,12.2
17HR-284,304.2,304.2,SPH,2.8
17HR-284,306.8,306.8,SPH,4.2
17HR-284,307.2,307.2,SPH,17.8
17HR-284,305.3,305.3,PY,7.9
17HR-284,306.7,306.7,PY,6.4
17HR-284,304.9,304.9,SPH,2.9
17HR-284,324.9,324.9,CPY,6.1
17HR-284,326.1,326.1,CPY,16.2
17HR-284,327.0,327.0,CPY,18.4
17HR-284,324.4,324.4,PO,19.0
17HR-284,321.1,321.1,PO,2.6
17HR-284,326.5,326.5,CPY,5.0
17HR-284,392.0,392.0,PY,4.0
17HR-284,393.9,393.9,PO,19.3
17HR-284,392.7,392.7,PY,14.7
17HR-284,417.2,417.2,PY,15.1
17HR-284,416.2,416.2,SPH,3.9
17HR-284,417.9,417.9,PY,7.4
17HR-284,421.6,421.6,PY,15.4
17HR-284,445.6,445.6,SPH,19.2
17HR-284,442.8,442.8,PY,5.9
17HR-284,444.3,444.3,SPH,8.2
17HR-284,446.0,446.0,PY,11.8
17HR-284,441.5,441.5,PO,10.0
17HR-284,444.8,444.8,PY,16.8
17HR-285,122.3,122.3,PY,3.1
17HR-285,123.8,123.8,SPH,7.7
17HR-285,123.4,123.4,SPH,8.1
17HR-285,143.9,143.9,PY,10.5
17HR-285,153.3,153.3,SPH,11.3
17HR-285,141.1,141.1,SPH,9.4
17HR-285,151.0,151.0,SPH,12.0
17HR-285,143.7,143.7,SPH,4.2
17HR-285,152.0,152.0,SPH,11.1
17HR-285,167.3,167.3,SPH,17.9
17HR-285,165.7,165.7,SPH,1.4
17HR-285,165.0,165.0,SPH,9.9
17HR-285,164.4,164.4,PY,17.3
17HR-285,186.8,186.8,PY,14.8
17HR-285,194.2,194.2,GAL,8.9
17HR-285,201.9,201.9,PY,13.9
17HR-285,200.1,200.1,PY,12.0
17HR-285,230.2,230.2,SPH,6.8
17HR-285,232.8,232.8,PY,16.3
17HR-285,226.2,226.2,PY,17.4
17HR-285,235.1,235.1,SPH,17.1
17HR-285,252.1,252.1,PY,7.0
17HR-285,252.4,252.4,PY,4.8
17HR-285,253.5,253.5,PY,15.9
17HR-285,253.2,253.2,PY,4.8
17HR-285,252.0,252.0,CPY,11.3
17HR-285,266.6,266.6,PO,15.8
17HR-285,266.7,266.7,PO,14.2
17HR-285,266.9,266.9,PY,19.4
17HR-285,266.1,266.1,CPY,15.0
17HR-285,266.1,266.1,PY,19.8
17HR-285,267.4,267.4,PO,8.4
17HR-285,289.6,289.6,SPH,5.2
17HR-285,307.1,307.1,SPH,5.0
17HR-285,295.5,295.5,PO,15.6
17HR-285,298.9,298.9,PY,18.4
17HR-285,396.1,396.1,CPY,8.9
17HR-285,397.5,397.5,PY,9.6
17HR-285,396.4,396.4,PY,12.5
17HR-286,99.0,99.0,PY,16.3
17HR-286,99.4,99.4,PY,18.3
17HR-286,100.9,100.9,CPY,19.3
17HR-286,99.1,99.1,CPY,12.4
17HR-286,101.8,101.8,PY,3.6
17HR-286,155.6,155.6,PY,11.4
17HR-286,161.2,161.2,PY,7.5
17HR-286,150.5,150.5,PY,3.7
17HR-286,147.0,147.0,PY,19.3
17HR-286,160.1,160.1,PO,6.9
17HR-286,140.8,140.8,SPH,3.8
17HR-286,185.8,185.8,PO,10.3
17HR-286,179.8,179.8,CPY,5.4
17HR-286,182.0,182.0,CPY,14.4
17HR-286,183.1,183.1,CPY,1.9
17HR-286,183.7,183.7,PO,15.4
17HR-286,247.2,247.2,PY,7.9
17HR-286,248.5,248.5,PY,17.6
17HR-286,243.6,243.6,PY,16.7
17HR-287,136.6,136.6,CPY,17.1
17HR-287,136.2,136.2,CPY,13.3
17HR-287,136.0,136.0,CPY,7.8
17HR-287,136.2,136.2,CPY,1.3
17HR-287,175.3,175.3,PY,6.7
17HR-287,174.4,174.4,SPH,2.2
17HR-287,162.6,162.6,SPH,17.5
17HR-287,198.6,198.6,PY,10.5
17HR-287,213.4,213.4,PY,10.7
17HR-287,206.3,206.3,PY,11.0
17HR-287,214.5,214.5,SPH,6.8
17HR-287,363.2,363.2,PY,2.0
17HR-287,363.4,363.4,SPH,17.6
17HR-287,360.2,360.2,SPH,10.4
17HR-287,438.3,438.3,PY,11.8
17HR-287,438.3,438.3,PY,3.9
17HR-287,439.3,439.3,SPH,14.3
17HR-287,454.5,454.5,SPH,10.5
17HR-287,455.0,455.0,PY,2.6
17HR-287,459.6,459.6,SPH,7.6
17HR-287,459.0,459.0,SPH,16.4
17HR-287,458.1,458.1,PY,14.2
17HR-287,455.5,455.5,PY,13.7
17HR-288,21.3,21.3,PY,16.1
17HR-288,7.5,7.5,CPY,5.9
17HR-288,9.4,9.4,CPY,8.3
17HR-288,10.1,10.1,CPY,5.0
17HR-288,106.8,106.8,PO,2.2
17HR-288,105.9,105.9,PO,8.9
17HR-288,106.7,106.7,SPH,17.6
17HR-288,150.7,150.7,SPH,10.0
17HR-288,149.6,149.6,SPH,6.9
17HR-288,147.9,147.9,SPH,4.8
17HR-288,145.5,145.5,PO,17.0
17HR-288,150.6,150.6,PY,14.8
17HR-288,173.0,173.0,PY,17.5
17HR-288,165.2,165.2,SPH,4.3
17HR-288,179.3,179.3,PO,6.4
17HR-288,213.7,213.7,PY,12.0
