x,y,z,value,label
462200,6177750,1153.3,53989.0,TMI_nT
462200,6177775,1149.9,54010.0,TMI_nT
462200,6177800,1151.3,53998.7,TMI_nT
462200,6177825,1157.1,54008.5,TMI_nT
462200,6177850,1141.9,53998.7,TMI_nT
462200,6177875,1153.0,54006.1,TMI_nT
462200,6177900,1149.8,54009.9,TMI_nT
462200,6177925,1147.1,54018.5,TMI_nT
462200,6177950,1150.9,54014.1,TMI_nT
462200,6177975,1141.0,53988.7,TMI_nT
462200,6178000,1161.4,53993.0,TMI_nT
462200,6178025,1155.5,54004.5,TMI_nT
462200,6178050,1155.7,53966.1,TMI_nT
462200,6178075,1145.6,54001.2,TMI_nT
462200,6178100,1150.0,53986.9,TMI_nT
462200,6178125,1141.6,54015.0,TMI_nT
462200,6178150,1160.9,53989.1,TMI_nT
462200,6178175,1147.1,53988.7,TMI_nT
462200,6178200,1140.1,53995.2,TMI_nT
462200,6178225,1140.3,53996.5,TMI_nT
462200,6178250,1150.0,54004.4,TMI_nT
462200,6178275,1152.2,54021.1,TMI_nT
462200,6178300,1139.6,54010.0,TMI_nT
462200,6178325,1152.6,53992.0,TMI_nT
462200,6178350,1136.6,54014.3,TMI_nT
462200,6178375,1154.7,54005.2,TMI_nT
462200,6178400,1155.7,54011.6,TMI_nT
462200,6178425,1145.8,53993.7,TMI_nT
462200,6178450,1151.6,53978.0,TMI_nT
462200,6178475,1166.2,53990.6,TMI_nT
462200,6178500,1152.6,53985.5,TMI_nT
462200,6178525,1146.8,53973.9,TMI_nT
462200,6178550,1156.6,53995.7,TMI_nT
462200,6178575,1149.6,54009.9,TMI_nT
462200,6178600,1153.7,53979.0,TMI_nT
462200,6178625,1153.9,53998.5,TMI_nT
462200,6178650,1159.1,53983.8,TMI_nT
462200,6178675,1155.6,53993.2,TMI_nT
462200,6178700,1154.9,54007.3,TMI_nT
462200,6178725,1167.2,53995.3,TMI_nT
462200,6178750,1147.6,53994.7,TMI_nT
462200,6178775,1161.9,53993.0,TMI_nT
462200,6178800,1154.2,53993.0,TMI_nT
462200,6178825,1145.9,54005.8,TMI_nT
462200,6178850,1152.4,53970.7,TMI_nT
462200,6178875,1145.1,53994.1,TMI_nT
462200,6178900,1154.9,54001.7,TMI_nT
462200,6178925,1154.1,53979.2,TMI_nT
462200,6178950,1138.1,53988.6,TMI_nT
462200,6178975,1149.6,53996.3,TMI_nT
462200,6179000,1154.2,53981.9,TMI_nT
462200,6179025,1145.4,53996.6,TMI_nT
462200,6179050,1158.1,53995.4,TMI_nT
462200,6179075,1153.0,53981.9,TMI_nT
462200,6179100,1168.1,53990.4,TMI_nT
462200,6179125,1155.6,53968.0,TMI_nT
462200,6179150,1149.2,53986.5,TMI_nT
462200,6179175,1149.9,54012.9,TMI_nT
462200,6179200,1146.5,54016.9,TMI_nT
462200,6179225,1146.1,53994.1,TMI_nT
462200,6179250,1150.5,53981.5,TMI_nT
462200,6179275,1151.6,53986.3,TMI_nT
462200,6179300,1166.0,53964.3,TMI_nT
462200,6179325,1163.9,53987.5,TMI_nT
462200,6179350,1152.3,53977.3,TMI_nT
462200,6179375,1143.0,54027.3,TMI_nT
462200,6179400,1145.6,53971.3,TMI_nT
462200,6179425,1155.5,53994.8,TMI_nT
462200,6179450,1147.9,54004.5,TMI_nT
462200,6179475,1146.5,53969.7,TMI_nT
462200,6179500,1153.7,54003.7,TMI_nT
462200,6179525,1149.7,53965.2,TMI_nT
462200,6179550,1167.0,54005.4,TMI_nT
462200,6179575,1152.5,53995.2,TMI_nT
462200,6179600,1143.3,53973.5,TMI_nT
462200,6179625,1154.0,53988.9,TMI_nT
462200,6179650,1146.2,53995.2,TMI_nT
462200,6179675,1143.8,53974.3,TMI_nT
462200,6179700,1155.1,53974.1,TMI_nT
462200,6179725,1147.3,53960.2,TMI_nT
462200,6179750,1162.2,53993.2,TMI_nT
462200,6179775,1158.0,53988.6,TMI_nT
462200,6179800,1144.0,53982.8,TMI_nT
462200,6179825,1162.2,53979.4,TMI_nT
462200,6179850,1153.9,53999.3,TMI_nT
462200,6179875,1149.7,54027.3,TMI_nT
462200,6179900,1152.5,53994.6,TMI_nT
462200,6179925,1168.5,53984.4,TMI_nT
462200,6179950,1138.8,54005.1,TMI_nT
462200,6179975,1153.4,53982.1,TMI_nT
462200,6180000,1139.2,53996.2,TMI_nT
462200,6180025,1134.7,53959.6,TMI_nT
462200,6180050,1149.2,53985.7,TMI_nT
462200,6180075,1143.8,53990.6,TMI_nT
462200,6180100,1133.8,53971.7,TMI_nT
462200,6180125,1153.0,53990.3,TMI_nT
462200,6180150,1156.3,53998.1,TMI_nT
462200,6180175,1160.8,53983.8,TMI_nT
462200,6180200,1144.7,53984.4,TMI_nT
462200,6180225,1145.3,53979.7,TMI_nT
462200,6180250,1151.3,53959.8,TMI_nT
462200,6180275,1147.1,53988.7,TMI_nT
462200,6180300,1153.0,53977.0,TMI_nT
462200,6180325,1150.3,54006.1,TMI_nT
462200,6180350,1145.3,53979.3,TMI_nT
462300,6176700,1139.9,54000.0,TMI_nT
462300,6176725,1150.5,53999.2,TMI_nT
462300,6176750,1157.5,54022.7,TMI_nT
462300,6176775,1144.3,54012.9,TMI_nT
462300,6176800,1140.9,54008.4,TMI_nT
462300,6176825,1153.3,54004.0,TMI_nT
462300,6176850,1166.0,53991.0,TMI_nT
462300,6176875,1134.8,54006.9,TMI_nT
462300,6176900,1146.7,54006.6,TMI_nT
462300,6176925,1153.7,53999.9,TMI_nT
462300,6176950,1133.7,54004.5,TMI_nT
462300,6176975,1156.2,53985.8,TMI_nT
462300,6177000,1165.2,54015.2,TMI_nT
462300,6177025,1133.6,54021.1,TMI_nT
462300,6177050,1134.7,54008.6,TMI_nT
462300,6177075,1152.0,54018.7,TMI_nT
462300,6177100,1166.1,53985.5,TMI_nT
462300,6177125,1134.9,54006.8,TMI_nT
462300,6177150,1144.2,54002.5,TMI_nT
462300,6177175,1146.3,54000.2,TMI_nT
462300,6177200,1138.6,54015.3,TMI_nT
462300,6177225,1164.5,54002.5,TMI_nT
462300,6177250,1151.7,53988.7,TMI_nT
462300,6177275,1144.5,54000.9,TMI_nT
462300,6177300,1150.8,54006.2,TMI_nT
462300,6177325,1164.1,53987.0,TMI_nT
462300,6177350,1148.7,54007.7,TMI_nT
462300,6177375,1143.7,53990.5,TMI_nT
462300,6177400,1148.8,54012.8,TMI_nT
462300,6177425,1148.5,54003.4,TMI_nT
462300,6177450,1149.1,54005.2,TMI_nT
462300,6177475,1148.5,54006.9,TMI_nT
462300,6177500,1155.4,54007.5,TMI_nT
462300,6177525,1143.1,53996.1,TMI_nT
462300,6177550,1144.1,53986.1,TMI_nT
462300,6177575,1156.9,53985.5,TMI_nT
462300,6177600,1162.6,53996.6,TMI_nT
462300,6177625,1150.2,54024.4,TMI_nT
462300,6177650,1146.9,53978.4,TMI_nT
462300,6177675,1138.1,53996.0,TMI_nT
462300,6177700,1152.3,53993.8,TMI_nT
462300,6177725,1143.9,53991.2,TMI_nT
462300,6177750,1164.3,53987.5,TMI_nT
462300,6177775,1143.4,53994.6,TMI_nT
462300,6177800,1157.6,53991.9,TMI_nT
462300,6177825,1153.9,53988.1,TMI_nT
462300,6177850,1156.0,54004.9,TMI_nT
462300,6177875,1145.6,54012.9,TMI_nT
462300,6177900,1143.7,54009.6,TMI_nT
462300,6177925,1159.6,53991.1,TMI_nT
462300,6177950,1150.0,54005.7,TMI_nT
462300,6177975,1154.5,53981.4,TMI_nT
462300,6178000,1142.6,53988.0,TMI_nT
462300,6178025,1152.0,53987.7,TMI_nT
462300,6178050,1152.9,53969.9,TMI_nT
462300,6178075,1145.3,53997.4,TMI_nT
462300,6178100,1154.9,54007.6,TMI_nT
462300,6178125,1144.6,53987.8,TMI_nT
462300,6178150,1137.9,54003.3,TMI_nT
462300,6178175,1145.0,53990.9,TMI_nT
462300,6178200,1151.7,53995.6,TMI_nT
462300,6178225,1159.1,53995.1,TMI_nT
462300,6178250,1147.5,53997.3,TMI_nT
462300,6178275,1155.8,53980.0,TMI_nT
462300,6178300,1161.6,54000.7,TMI_nT
462300,6178325,1150.2,53985.3,TMI_nT
462300,6178350,1149.3,53993.5,TMI_nT
462300,6178375,1136.3,53994.2,TMI_nT
462300,6178400,1155.2,54003.9,TMI_nT
462300,6178425,1168.0,54007.5,TMI_nT
462300,6178450,1149.7,53990.0,TMI_nT
462300,6178475,1165.5,53993.8,TMI_nT
462300,6178500,1153.9,53972.8,TMI_nT
462300,6178525,1129.3,53975.8,TMI_nT
462300,6178550,1138.9,53969.1,TMI_nT
462300,6178575,1143.1,54006.1,TMI_nT
462300,6178600,1140.7,53990.5,TMI_nT
462300,6178625,1141.2,54000.4,TMI_nT
462300,6178650,1142.1,54008.8,TMI_nT
462300,6178675,1151.0,53983.7,TMI_nT
462300,6178700,1161.4,53993.1,TMI_nT
462300,6178725,1140.3,53994.1,TMI_nT
462300,6178750,1145.4,53985.9,TMI_nT
462300,6178775,1153.1,54001.2,TMI_nT
462300,6178800,1157.0,53991.0,TMI_nT
462300,6178825,1148.9,53986.0,TMI_nT
462300,6178850,1162.2,53994.4,TMI_nT
462300,6178875,1147.2,53990.9,TMI_nT
462300,6178900,1155.5,53979.4,TMI_nT
462300,6178925,1152.7,53984.8,TMI_nT
462300,6178950,1158.3,53969.0,TMI_nT
462300,6178975,1143.8,53975.7,TMI_nT
462300,6179000,1139.3,54004.3,TMI_nT
462300,6179025,1150.6,53990.5,TMI_nT
462300,6179050,1160.7,53979.4,TMI_nT
462300,6179075,1134.2,54009.3,TMI_nT
462300,6179100,1156.5,53973.8,TMI_nT
462300,6179125,1146.9,53975.5,TMI_nT
462300,6179150,1155.5,53992.6,TMI_nT
462300,6179175,1150.8,53988.2,TMI_nT
462300,6179200,1160.3,53981.5,TMI_nT
462300,6179225,1152.7,53984.8,TMI_nT
462300,6179250,1150.9,53984.5,TMI_nT
462300,6179275,1148.7,53988.5,TMI_nT
462300,6179300,1156.4,53978.2,TMI_nT
462300,6179325,1151.9,54007.3,TMI_nT
462300,6179350,1156.7,53999.0,TMI_nT
462300,6179375,1152.4,54001.2,TMI_nT
462300,6179400,1156.9,53992.5,TMI_nT
462300,6179425,1142.2,53990.7,TMI_nT
462300,6179450,1134.9,53990.1,TMI_nT
462300,6179475,1153.3,53989.6,TMI_nT
462300,6179500,1151.2,54004.4,TMI_nT
462300,6179525,1150.0,54000.6,TMI_nT
462300,6179550,1138.7,53977.1,TMI_nT
462300,6179575,1139.1,53977.7,TMI_nT
462300,6179600,1148.3,53996.8,TMI_nT
462300,6179625,1150.6,53995.9,TMI_nT
462300,6179650,1158.5,54001.5,TMI_nT
462300,6179675,1147.8,53981.2,TMI_nT
462300,6179700,1137.0,53982.4,TMI_nT
462300,6179725,1159.5,53996.8,TMI_nT
462300,6179750,1146.1,53988.5,TMI_nT
462300,6179775,1131.2,54001.6,TMI_nT
462300,6179800,1151.1,53990.5,TMI_nT
462300,6179825,1161.1,53981.4,TMI_nT
462300,6179850,1147.9,53999.8,TMI_nT
462300,6179875,1146.9,53987.1,TMI_nT
462300,6179900,1139.5,53981.9,TMI_nT
462300,6179925,1158.2,54004.5,TMI_nT
462300,6179950,1141.2,53997.4,TMI_nT
462300,6179975,1165.8,54012.7,TMI_nT
462300,6180000,1142.8,53989.9,TMI_nT
462300,6180025,1153.3,53977.1,TMI_nT
462300,6180050,1149.7,53976.4,TMI_nT
462300,6180075,1137.9,54000.4,TMI_nT
462300,6180100,1162.5,54011.3,TMI_nT
462300,6180125,1138.7,53972.3,TMI_nT
462300,6180150,1141.8,53983.6,TMI_nT
462300,6180175,1129.4,53983.7,TMI_nT
462300,6180200,1164.4,53984.1,TMI_nT
462300,6180225,1147.8,53973.3,TMI_nT
462300,6180250,1155.1,53968.7,TMI_nT
462300,6180275,1165.5,53983.8,TMI_nT
462300,6180300,1147.0,53988.9,TMI_nT
462300,6180325,1146.0,53992.9,TMI_nT
462300,6180350,1152.4,53970.1,TMI_nT
462400,6176700,1151.3,53999.5,TMI_nT
462400,6176725,1145.9,54006.0,TMI_nT
462400,6176750,1163.9,54006.5,TMI_nT
462400,6176775,1163.9,53988.0,TMI_nT
462400,6176800,1143.9,53998.3,TMI_nT
462400,6176825,1151.2,54030.2,TMI_nT
462400,6176850,1156.5,54017.4,TMI_nT
462400,6176875,1151.0,53980.7,TMI_nT
462400,6176900,1139.3,53994.5,TMI_nT
462400,6176925,1150.8,53979.4,TMI_nT
462400,6176950,1153.1,54007.7,TMI_nT
462400,6176975,1143.6,53996.8,TMI_nT
462400,6177000,1145.6,53988.6,TMI_nT
462400,6177025,1148.4,53987.9,TMI_nT
462400,6177050,1142.8,53999.9,TMI_nT
462400,6177075,1143.9,53997.3,TMI_nT
462400,6177100,1154.1,53999.9,TMI_nT
462400,6177125,1153.8,54002.0,TMI_nT
462400,6177150,1147.0,53980.0,TMI_nT
462400,6177175,1155.1,54003.0,TMI_nT
462400,6177200,1151.3,53980.4,TMI_nT
462400,6177225,1148.6,54014.0,TMI_nT
462400,6177250,1153.6,53998.3,TMI_nT
462400,6177275,1155.4,54002.3,TMI_nT
462400,6177300,1151.2,54000.1,TMI_nT
462400,6177325,1148.6,53989.7,TMI_nT
462400,6177350,1148.4,54014.0,TMI_nT
462400,6177375,1146.1,53996.9,TMI_nT
462400,6177400,1143.2,54008.2,TMI_nT
462400,6177425,1142.5,54009.6,TMI_nT
462400,6177450,1151.6,53985.9,TMI_nT
462400,6177475,1152.4,54000.0,TMI_nT
462400,6177500,1146.7,54011.1,TMI_nT
462400,6177525,1142.7,54003.6,TMI_nT
462400,6177550,1155.1,54013.2,TMI_nT
462400,6177575,1151.5,54004.5,TMI_nT
462400,6177600,1147.4,53988.5,TMI_nT
462400,6177625,1149.8,54003.8,TMI_nT
462400,6177650,1139.1,53999.2,TMI_nT
462400,6177675,1144.5,53999.8,TMI_nT
462400,6177700,1148.8,53984.5,TMI_nT
462400,6177725,1155.6,53975.1,TMI_nT
462400,6177750,1149.6,54007.5,TMI_nT
462400,6177775,1142.4,53985.2,TMI_nT
462400,6177800,1130.6,53995.2,TMI_nT
462400,6177825,1155.3,53999.1,TMI_nT
462400,6177850,1146.0,53993.1,TMI_nT
462400,6177875,1152.8,53998.9,TMI_nT
462400,6177900,1150.1,54009.8,TMI_nT
462400,6177925,1146.3,53988.3,TMI_nT
462400,6177950,1162.4,53998.7,TMI_nT
462400,6177975,1141.6,53992.5,TMI_nT
462400,6178000,1133.2,53985.9,TMI_nT
462400,6178025,1139.1,54000.2,TMI_nT
462400,6178050,1134.2,53981.3,TMI_nT
462400,6178075,1154.5,53982.6,TMI_nT
462400,6178100,1136.0,53980.2,TMI_nT
462400,6178125,1147.3,53998.0,TMI_nT
462400,6178150,1155.9,54000.9,TMI_nT
462400,6178175,1139.6,53995.6,TMI_nT
462400,6178200,1154.0,53994.1,TMI_nT
462400,6178225,1138.5,53988.5,TMI_nT
462400,6178250,1146.7,54008.6,TMI_nT
462400,6178275,1150.1,53990.4,TMI_nT
462400,6178300,1152.1,54007.6,TMI_nT
462400,6178325,1155.5,53991.1,TMI_nT
462400,6178350,1161.1,54020.8,TMI_nT
462400,6178375,1141.0,54003.0,TMI_nT
462400,6178400,1140.4,54039.8,TMI_nT
462400,6178425,1144.4,53990.2,TMI_nT
462400,6178450,1153.4,54014.1,TMI_nT
462400,6178475,1152.1,53977.4,TMI_nT
462400,6178500,1147.5,54001.0,TMI_nT
462400,6178525,1144.2,53979.7,TMI_nT
462400,6178550,1150.2,53989.0,TMI_nT
462400,6178575,1155.9,53987.9,TMI_nT
462400,6178600,1136.1,53982.6,TMI_nT
462400,6178625,1160.8,53985.0,TMI_nT
462400,6178650,1168.7,53986.9,TMI_nT
462400,6178675,1140.7,53999.6,TMI_nT
462400,6178700,1151.9,53983.6,TMI_nT
462400,6178725,1169.0,53979.4,TMI_nT
462400,6178750,1155.4,53981.5,TMI_nT
462400,6178775,1149.1,54010.8,TMI_nT
462400,6178800,1147.8,53981.2,TMI_nT
462400,6178825,1157.0,53997.4,TMI_nT
462400,6178850,1138.8,53993.7,TMI_nT
462400,6178875,1144.6,53993.4,TMI_nT
462400,6178900,1144.4,53966.6,TMI_nT
462400,6178925,1154.7,53975.5,TMI_nT
462400,6178950,1164.9,54015.9,TMI_nT
462400,6178975,1146.3,53985.6,TMI_nT
462400,6179000,1158.5,54000.7,TMI_nT
462400,6179025,1148.9,53987.3,TMI_nT
462400,6179050,1149.1,54018.7,TMI_nT
462400,6179075,1151.0,53986.3,TMI_nT
462400,6179100,1141.8,53999.0,TMI_nT
462400,6179125,1140.7,53988.9,TMI_nT
462400,6179150,1165.0,53988.5,TMI_nT
462400,6179175,1149.3,54000.6,TMI_nT
462400,6179200,1147.5,53980.4,TMI_nT
462400,6179225,1145.5,54004.1,TMI_nT
462400,6179250,1139.0,54008.8,TMI_nT
462400,6179275,1163.9,53987.8,TMI_nT
462400,6179300,1159.5,53967.1,TMI_nT
462400,6179325,1149.3,53968.9,TMI_nT
462400,6179350,1156.6,53988.9,TMI_nT
462400,6179375,1134.7,53953.0,TMI_nT
462400,6179400,1150.3,53984.0,TMI_nT
462400,6179425,1148.2,53980.0,TMI_nT
462400,6179450,1146.8,53976.4,TMI_nT
462400,6179475,1152.0,53980.3,TMI_nT
462400,6179500,1161.5,53997.4,TMI_nT
462400,6179525,1147.5,53982.4,TMI_nT
462400,6179550,1147.6,53990.8,TMI_nT
462400,6179575,1137.5,53989.5,TMI_nT
462400,6179600,1142.7,53994.5,TMI_nT
462400,6179625,1137.3,53978.4,TMI_nT
462400,6179650,1148.9,54003.7,TMI_nT
462400,6179675,1152.2,54003.5,TMI_nT
462400,6179700,1141.3,53969.2,TMI_nT
462400,6179725,1143.9,53998.6,TMI_nT
462400,6179750,1148.6,53976.3,TMI_nT
462400,6179775,1141.9,53987.2,TMI_nT
462400,6179800,1146.2,53985.3,TMI_nT
462400,6179825,1154.0,53958.0,TMI_nT
462400,6179850,1160.4,53979.3,TMI_nT
462400,6179875,1137.4,53975.1,TMI_nT
462400,6179900,1137.3,54003.1,TMI_nT
462400,6179925,1154.8,53981.1,TMI_nT
462400,6179950,1136.8,53984.6,TMI_nT
462400,6179975,1148.4,53990.8,TMI_nT
462400,6180000,1154.7,54003.8,TMI_nT
462400,6180025,1136.8,54024.7,TMI_nT
462400,6180050,1141.5,53987.9,TMI_nT
462400,6180075,1156.6,54002.0,TMI_nT
462400,6180100,1143.8,53997.0,TMI_nT
462400,6180125,1133.8,53979.0,TMI_nT
462400,6180150,1154.1,54008.3,TMI_nT
462400,6180175,1157.5,53984.6,TMI_nT
462400,6180200,1157.8,53996.6,TMI_nT
462400,6180225,1144.3,53968.0,TMI_nT
462400,6180250,1152.8,53989.7,TMI_nT
462400,6180275,1141.9,53998.8,TMI_nT
462400,6180300,1167.6,53988.7,TMI_nT
462400,6180325,1157.0,53995.4,TMI_nT
462400,6180350,1156.1,53986.8,TMI_nT
462500,6176700,1150.9,54024.0,TMI_nT
462500,6176725,1143.0,54017.0,TMI_nT
462500,6176750,1157.2,54009.3,TMI_nT
462500,6176775,1158.8,53993.1,TMI_nT
462500,6176800,1143.6,53993.9,TMI_nT
462500,6176825,1165.5,54001.9,TMI_nT
462500,6176850,1157.5,54005.5,TMI_nT
462500,6176875,1150.6,53992.9,TMI_nT
462500,6176900,1145.4,53987.5,TMI_nT
462500,6176925,1149.7,54011.5,TMI_nT
462500,6176950,1148.4,54018.8,TMI_nT
462500,6176975,1160.2,53998.9,TMI_nT
462500,6177000,1137.8,53993.4,TMI_nT
462500,6177025,1153.3,54016.7,TMI_nT
462500,6177050,1150.4,53975.0,TMI_nT
462500,6177075,1164.0,53996.1,TMI_nT
462500,6177100,1145.4,53992.0,TMI_nT
462500,6177125,1141.6,53989.8,TMI_nT
462500,6177150,1138.5,53992.2,TMI_nT
462500,6177175,1137.1,53988.1,TMI_nT
462500,6177200,1137.5,53982.4,TMI_nT
462500,6177225,1144.5,53994.0,TMI_nT
462500,6177250,1153.8,53985.4,TMI_nT
462500,6177275,1146.5,53999.5,TMI_nT
462500,6177300,1162.7,53994.4,TMI_nT
462500,6177325,1153.8,54002.7,TMI_nT
462500,6177350,1144.8,53968.7,TMI_nT
462500,6177375,1146.6,53973.5,TMI_nT
462500,6177400,1144.6,54003.9,TMI_nT
462500,6177425,1141.8,54005.5,TMI_nT
462500,6177450,1137.6,54006.1,TMI_nT
462500,6177475,1153.4,53995.9,TMI_nT
462500,6177500,1149.0,54005.3,TMI_nT
462500,6177525,1146.7,54022.0,TMI_nT
462500,6177550,1127.9,53993.2,TMI_nT
462500,6177575,1147.0,54019.7,TMI_nT
462500,6177600,1160.6,53984.2,TMI_nT
462500,6177625,1150.9,54013.0,TMI_nT
462500,6177650,1153.4,53980.8,TMI_nT
462500,6177675,1140.6,53990.4,TMI_nT
462500,6177700,1132.9,54010.2,TMI_nT
462500,6177725,1153.7,54004.4,TMI_nT
462500,6177750,1152.6,54022.0,TMI_nT
462500,6177775,1143.3,53972.6,TMI_nT
462500,6177800,1152.8,53998.0,TMI_nT
462500,6177825,1134.3,54008.9,TMI_nT
462500,6177850,1157.8,53993.0,TMI_nT
462500,6177875,1164.9,54015.5,TMI_nT
462500,6177900,1158.8,53992.2,TMI_nT
462500,6177925,1159.6,54017.3,TMI_nT
462500,6177950,1156.6,54005.4,TMI_nT
462500,6177975,1138.4,53987.2,TMI_nT
462500,6178000,1147.2,54008.4,TMI_nT
462500,6178025,1145.4,53996.3,TMI_nT
462500,6178050,1151.9,53991.8,TMI_nT
462500,6178075,1150.5,53984.2,TMI_nT
462500,6178100,1149.4,53999.4,TMI_nT
462500,6178125,1156.3,53987.5,TMI_nT
462500,6178150,1145.2,54018.8,TMI_nT
462500,6178175,1157.1,54011.1,TMI_nT
462500,6178200,1143.9,53964.4,TMI_nT
462500,6178225,1156.3,53988.5,TMI_nT
462500,6178250,1153.8,53998.3,TMI_nT
462500,6178275,1142.8,54003.6,TMI_nT
462500,6178300,1140.2,53987.0,TMI_nT
462500,6178325,1149.0,53993.8,TMI_nT
462500,6178350,1144.2,53997.8,TMI_nT
462500,6178375,1157.3,54006.5,TMI_nT
462500,6178400,1155.7,54014.1,TMI_nT
462500,6178425,1155.4,53997.7,TMI_nT
462500,6178450,1144.8,54002.7,TMI_nT
462500,6178475,1163.7,54010.8,TMI_nT
462500,6178500,1150.3,54018.9,TMI_nT
462500,6178525,1153.3,53999.0,TMI_nT
462500,6178550,1155.0,53995.0,TMI_nT
462500,6178575,1148.4,53993.4,TMI_nT
462500,6178600,1151.3,54015.9,TMI_nT
462500,6178625,1157.1,53995.5,TMI_nT
462500,6178650,1152.3,53996.4,TMI_nT
462500,6178675,1140.2,53993.7,TMI_nT
462500,6178700,1140.9,53994.0,TMI_nT
462500,6178725,1140.5,53996.8,TMI_nT
462500,6178750,1156.0,54005.2,TMI_nT
462500,6178775,1149.2,53997.5,TMI_nT
462500,6178800,1134.3,53999.0,TMI_nT
462500,6178825,1148.8,53980.7,TMI_nT
462500,6178850,1149.4,53997.9,TMI_nT
462500,6178875,1151.1,53981.6,TMI_nT
462500,6178900,1141.5,53988.2,TMI_nT
462500,6178925,1148.3,53997.5,TMI_nT
462500,6178950,1155.3,54007.8,TMI_nT
462500,6178975,1152.6,54002.1,TMI_nT
462500,6179000,1142.5,53983.1,TMI_nT
462500,6179025,1173.0,53975.4,TMI_nT
462500,6179050,1148.3,53980.0,TMI_nT
462500,6179075,1147.8,53988.6,TMI_nT
462500,6179100,1135.1,53985.8,TMI_nT
462500,6179125,1138.9,53980.7,TMI_nT
462500,6179150,1144.5,53991.1,TMI_nT
462500,6179175,1151.7,53984.3,TMI_nT
462500,6179200,1157.5,53985.4,TMI_nT
462500,6179225,1151.8,53987.7,TMI_nT
462500,6179250,1155.3,53976.3,TMI_nT
462500,6179275,1153.3,53987.2,TMI_nT
462500,6179300,1148.6,53996.0,TMI_nT
462500,6179325,1146.9,53994.5,TMI_nT
462500,6179350,1157.5,54008.0,TMI_nT
462500,6179375,1140.6,53997.5,TMI_nT
462500,6179400,1144.7,53978.4,TMI_nT
462500,6179425,1153.6,53988.6,TMI_nT
462500,6179450,1159.4,53980.6,TMI_nT
462500,6179475,1133.9,53991.3,TMI_nT
462500,6179500,1129.3,53985.5,TMI_nT
462500,6179525,1145.6,53982.1,TMI_nT
462500,6179550,1147.4,53983.7,TMI_nT
462500,6179575,1145.3,53986.2,TMI_nT
462500,6179600,1159.7,54008.8,TMI_nT
462500,6179625,1160.0,53977.0,TMI_nT
462500,6179650,1143.5,53971.1,TMI_nT
462500,6179675,1132.1,54008.8,TMI_nT
462500,6179700,1140.0,53997.3,TMI_nT
462500,6179725,1148.6,53988.6,TMI_nT
462500,6179750,1143.5,54010.6,TMI_nT
462500,6179775,1155.0,53989.3,TMI_nT
462500,6179800,1143.4,53987.0,TMI_nT
462500,6179825,1150.7,53989.2,TMI_nT
462500,6179850,1142.5,54000.4,TMI_nT
462500,6179875,1152.6,53984.3,TMI_nT
462500,6179900,1148.5,53987.6,TMI_nT
462500,6179925,1144.4,53989.3,TMI_nT
462500,6179950,1153.5,53979.8,TMI_nT
462500,6179975,1159.3,53976.2,TMI_nT
462500,6180000,1139.8,53991.8,TMI_nT
462500,6180025,1151.3,53992.5,TMI_nT
462500,6180050,1159.3,53998.1,TMI_nT
462500,6180075,1144.3,53984.5,TMI_nT
462500,6180100,1142.2,53981.5,TMI_nT
462500,6180125,1152.3,53979.7,TMI_nT
462500,6180150,1146.1,53988.8,TMI_nT
462500,6180175,1152.8,53979.6,TMI_nT
462500,6180200,1141.7,53982.4,TMI_nT
