hole_id,from,to,rqd_pct
17HR-269,492.0,495.0,63.8
17HR-269,495.0,498.0,65.0
17HR-269,498.0,501.0,37.8
17HR-269,501.0,504.0,42.6
17HR-269,504.0,507.0,43.2
17HR-269,507.0,510.0,52.2
17HR-269,510.0,513.0,31.7
17HR-269,513.0,516.0,84.4
17HR-269,516.0,519.0,79.6
17HR-269,519.0,522.0,86.4
17HR-269,522.0,525.0,63.9
17HR-269,525.0,528.0,32.8
17HR-269,528.0,531.0,76.4
17HR-269,531.0,534.0,79.1
17HR-269,534.0,537.0,87.9
17HR-269,537.0,540.0,88.7
17HR-269,540.0,543.0,93.1
17HR-269,543.0,546.0,88.5
17HR-269,546.0,549.0,40.4
17HR-269,549.0,552.0,32.8
17HR-269,552.0,555.0,61.5
17HR-269,555.0,558.0,78.5
17HR-269,558.0,561.0,75.8
17HR-269,561.0,564.0,63.8
17HR-269,564.0,567.0,58.0
17HR-269,567.0,570.0,58.0
17HR-269,570.0,573.0,63.6
17HR-269,573.0,576.0,51.5
17HR-269,576.0,579.0,48.9
17HR-269,579.0,582.0,35.4
17HR-269,582.0,585.0,41.1
17HR-269,585.0,588.0,30.9
17HR-269,588.0,591.0,43.7
17HR-269,591.0,594.0,35.9
17HR-269,594.0,597.0,90.1
17HR-269,597.0,600.0,60.6
17HR-269,600.0,603.0,61.6
17HR-269,603.0,606.0,94.0
17HR-269,606.0,609.0,56.3
17HR-269,609.0,612.0,48.2
17HR-269,612.0,615.0,55.6
17HR-269,615.0,618.0,60.0
17HR-269,618.0,621.0,71.7
17HR-269,621.0,624.0,65.4
17HR-269,624.0,627.0,93.5
17HR-269,627.0,630.0,68.5
17HR-269,630.0,632.0,85.1
17HR-270,0.0,3.0,41.3
17HR-270,3.0,6.0,70.0
17HR-270,6.0,9.0,88.7
17HR-270,9.0,12.0,79.5
17HR-270,12.0,15.0,67.0
17HR-270,15.0,18.0,73.9
17HR-270,18.0,21.0,89.7
17HR-270,21.0,24.0,90.6
17HR-270,24.0,27.0,81.3
17HR-270,27.0,30.0,85.8
17HR-270,30.0,33.0,80.0
17HR-270,33.0,36.0,84.7
17HR-270,36.0,39.0,47.1
17HR-270,39.0,42.0,57.0
17HR-270,42.0,45.0,64.2
17HR-270,45.0,48.0,68.4
17HR-270,48.0,51.0,91.1
17HR-270,51.0,54.0,85.9
17HR-270,54.0,57.0,87.5
17HR-270,57.0,60.0,49.2
17HR-270,60.0,63.0,60.0
17HR-270,63.0,66.0,55.9
17HR-270,66.0,69.0,36.5
17HR-270,69.0,72.0,46.1
17HR-270,72.0,75.0,67.7
17HR-270,75.0,78.0,87.1
17HR-270,78.0,81.0,62.6
17HR-270,81.0,84.0,51.8
17HR-270,84.0,87.0,46.3
17HR-270,87.0,90.0,45.9
17HR-270,90.0,93.0,63.1
17HR-270,93.0,96.0,89.9
17HR-270,96.0,99.0,85.2
17HR-270,99.0,102.0,88.8
17HR-270,102.0,105.0,84.3
17HR-270,105.0,108.0,82.1
17HR-270,108.0,111.0,69.7
17HR-270,111.0,114.0,91.1
17HR-270,114.0,117.0,76.3
17HR-270,117.0,120.0,84.3
17HR-270,120.0,123.0,62.4
17HR-270,123.0,126.0,73.6
17HR-270,126.0,129.0,78.4
17HR-270,129.0,132.0,45.1
17HR-270,132.0,135.0,41.0
17HR-270,135.0,138.0,63.2
17HR-270,138.0,141.0,84.5
17HR-270,141.0,144.0,69.8
17HR-270,144.0,147.0,84.7
17HR-270,147.0,150.0,48.3
17HR-270,150.0,153.0,34.5
17HR-270,153.0,156.0,93.2
17HR-270,156.0,159.0,88.3
17HR-270,159.0,162.0,92.0
17HR-270,162.0,165.0,93.2
17HR-270,165.0,168.0,69.3
17HR-270,168.0,171.0,83.6
17HR-270,171.0,174.0,60.5
17HR-270,174.0,177.0,69.9
17HR-270,177.0,180.0,66.0
17HR-270,180.0,183.0,92.6
17HR-270,183.0,186.0,87.2
17HR-270,186.0,189.0,69.7
17HR-270,189.0,192.0,94.4
17HR-270,192.0,195.0,86.3
17HR-270,195.0,198.0,94.8
17HR-270,198.0,201.0,62.6
17HR-270,201.0,204.0,79.2
17HR-270,204.0,207.0,69.3
17HR-270,207.0,210.0,39.3
17HR-270,210.0,213.0,30.3
17HR-270,213.0,216.0,73.7
17HR-270,216.0,219.0,63.2
17HR-270,219.0,222.0,73.0
17HR-270,222.0,225.0,86.4
17HR-270,225.0,228.0,54.2
17HR-270,228.0,231.0,55.9
17HR-270,231.0,234.0,60.0
17HR-270,234.0,237.0,61.9
17HR-270,237.0,240.0,60.6
17HR-270,240.0,243.0,85.1
17HR-270,243.0,246.0,81.9
17HR-270,246.0,249.0,82.2
17HR-270,249.0,252.0,60.7
17HR-270,252.0,255.0,77.1
17HR-270,255.0,258.0,86.9
17HR-270,258.0,261.0,80.8
17HR-270,261.0,264.0,63.8
17HR-270,264.0,267.0,86.9
17HR-270,267.0,270.0,67.0
17HR-270,270.0,273.0,88.1
17HR-270,273.0,276.0,65.5
17HR-270,276.0,279.0,67.0
17HR-270,279.0,282.0,67.7
17HR-270,282.0,285.0,73.1
17HR-270,285.0,288.0,61.2
17HR-270,288.0,291.0,61.3
17HR-270,291.0,294.0,78.4
17HR-270,294.0,297.0,77.6
17HR-270,297.0,300.0,75.7
17HR-270,300.0,303.0,78.5
17HR-270,303.0,306.0,86.9
17HR-270,306.0,309.0,91.4
17HR-270,309.0,312.0,93.8
17HR-270,312.0,315.0,74.0
17HR-270,315.0,318.0,62.7
17HR-270,318.0,321.0,63.7
17HR-270,321.0,324.0,74.0
17HR-270,324.0,327.0,42.4
17HR-270,327.0,330.0,32.8
17HR-270,330.0,333.0,36.5
17HR-270,333.0,336.0,38.6
17HR-270,336.0,339.0,38.4
17HR-270,339.0,342.0,31.4
17HR-270,342.0,345.0,59.7
17HR-270,345.0,348.0,30.2
17HR-270,348.0,351.0,67.2
17HR-270,351.0,354.0,93.2
17HR-270,354.0,357.0,70.8
17HR-270,357.0,360.0,43.7
17HR-270,360.0,363.0,56.4
17HR-270,363.0,366.0,63.7
17HR-270,366.0,369.0,60.7
17HR-270,369.0,372.0,47.2
17HR-270,372.0,375.0,41.8
17HR-270,375.0,378.0,42.3
17HR-270,378.0,381.0,58.5
17HR-270,381.0,384.0,38.6
17HR-270,384.0,387.0,31.6
17HR-270,387.0,390.0,61.1
17HR-270,390.0,393.0,34.8
17HR-270,393.0,396.0,75.4
17HR-270,396.0,399.0,77.9
17HR-270,399.0,402.0,63.3
17HR-270,402.0,405.0,65.2
17HR-270,405.0,408.0,81.1
17HR-270,408.0,411.0,88.4
17HR-270,411.0,414.0,76.6
17HR-270,414.0,417.0,90.3
17HR-270,417.0,420.0,87.5
17HR-271,0.0,3.0,35.0
17HR-271,3.0,6.0,56.1
17HR-271,6.0,9.0,59.9
17HR-271,9.0,12.0,81.4
17HR-271,12.0,15.0,89.3
17HR-271,15.0,18.0,93.2
17HR-271,18.0,21.0,89.5
17HR-271,21.0,24.0,79.3
17HR-271,24.0,27.0,77.6
17HR-271,27.0,30.0,88.9
17HR-271,30.0,33.0,85.8
17HR-271,33.0,36.0,39.9
17HR-271,36.0,39.0,51.1
17HR-271,39.0,42.0,38.7
17HR-271,42.0,45.0,62.6
17HR-271,45.0,48.0,70.5
17HR-271,48.0,51.0,67.7
17HR-271,51.0,54.0,81.9
17HR-271,54.0,57.0,67.5
17HR-271,57.0,60.0,73.4
17HR-271,60.0,63.0,49.8
17HR-271,63.0,66.0,45.6
17HR-271,66.0,69.0,41.2
17HR-271,69.0,72.0,64.8
17HR-271,72.0,75.0,44.6
17HR-271,75.0,78.0,41.4
17HR-271,78.0,81.0,63.1
17HR-271,81.0,84.0,34.9
17HR-271,84.0,87.0,76.2
17HR-271,87.0,90.0,69.3
17HR-271,90.0,93.0,55.2
17HR-271,93.0,96.0,30.4
17HR-271,96.0,99.0,50.4
17HR-271,99.0,102.0,94.5
17HR-271,102.0,105.0,77.6
17HR-271,105.0,108.0,85.6
17HR-271,108.0,111.0,72.9
17HR-271,111.0,114.0,78.3
17HR-271,114.0,117.0,72.4
17HR-271,117.0,120.0,75.3
17HR-271,120.0,123.0,58.3
17HR-271,123.0,126.0,34.8
17HR-271,126.0,129.0,41.5
17HR-271,129.0,132.0,48.7
17HR-271,132.0,135.0,41.3
17HR-271,135.0,138.0,57.0
17HR-271,138.0,141.0,32.7
17HR-271,141.0,144.0,48.2
17HR-271,144.0,147.0,64.1
17HR-271,147.0,150.0,84.7
17HR-271,150.0,153.0,69.2
17HR-271,153.0,156.0,52.6
17HR-271,156.0,159.0,44.0
17HR-271,159.0,162.0,67.6
17HR-271,162.0,165.0,77.3
17HR-271,165.0,168.0,72.7
17HR-271,168.0,171.0,74.4
17HR-271,171.0,174.0,84.5
17HR-271,174.0,177.0,65.5
17HR-271,177.0,180.0,82.7
17HR-271,180.0,183.0,82.6
17HR-271,183.0,186.0,48.9
17HR-271,186.0,189.0,34.2
17HR-271,189.0,192.0,40.7
17HR-271,192.0,195.0,37.3
17HR-271,195.0,198.0,32.6
17HR-271,198.0,201.0,51.4
17HR-271,201.0,204.0,61.9
17HR-271,204.0,207.0,62.3
17HR-271,207.0,210.0,37.8
17HR-271,210.0,213.0,61.0
17HR-271,213.0,216.0,69.6
17HR-271,216.0,219.0,75.8
17HR-271,219.0,222.0,73.5
17HR-271,222.0,225.0,83.6
17HR-271,225.0,228.0,87.4
17HR-271,228.0,231.0,48.2
17HR-271,231.0,234.0,44.1
17HR-271,234.0,237.0,79.8
17HR-271,237.0,240.0,78.8
17HR-271,240.0,243.0,70.8
17HR-271,243.0,246.0,87.8
17HR-271,246.0,249.0,84.4
17HR-271,249.0,252.0,62.6
17HR-271,252.0,255.0,75.1
17HR-271,255.0,258.0,62.4
17HR-271,258.0,261.0,89.0
17HR-271,261.0,264.0,82.8
17HR-271,264.0,267.0,82.8
17HR-271,267.0,270.0,61.6
17HR-271,270.0,273.0,91.9
17HR-271,273.0,276.0,44.9
17HR-271,276.0,279.0,52.2
17HR-271,279.0,282.0,44.8
17HR-271,282.0,285.0,68.0
17HR-271,285.0,288.0,94.1
17HR-271,288.0,291.0,66.6
17HR-271,291.0,294.0,80.4
17HR-271,294.0,297.0,89.9
17HR-271,297.0,300.0,72.6
17HR-271,300.0,303.0,69.7
17HR-271,303.0,306.0,74.1
17HR-271,306.0,309.0,86.6
17HR-271,309.0,312.0,77.9
17HR-271,312.0,315.0,85.5
17HR-271,315.0,318.0,92.4
17HR-271,318.0,321.0,42.2
17HR-271,321.0,324.0,45.3
17HR-271,324.0,327.0,64.0
17HR-271,327.0,330.0,77.4
17HR-271,330.0,333.0,93.6
17HR-271,333.0,336.0,39.8
17HR-271,336.0,339.0,43.6
17HR-271,339.0,342.0,40.4
17HR-271,342.0,345.0,66.0
17HR-271,345.0,348.0,65.1
17HR-271,348.0,351.0,94.3
17HR-271,351.0,354.0,92.8
17HR-271,354.0,357.0,66.5
17HR-271,357.0,360.0,89.2
17HR-271,360.0,363.0,79.2
17HR-271,363.0,366.0,64.5
17HR-271,366.0,369.0,94.4
17HR-271,369.0,372.0,88.8
17HR-271,372.0,375.0,60.8
17HR-271,375.0,378.0,65.5
17HR-271,378.0,381.0,72.9
17HR-271,381.0,384.0,81.9
17HR-271,384.0,387.0,86.7
17HR-271,387.0,390.0,88.1
17HR-271,390.0,393.0,75.5
17HR-271,393.0,396.0,62.2
17HR-271,396.0,399.0,77.0
17HR-271,399.0,402.0,78.1
17HR-271,402.0,405.0,77.3
17HR-271,405.0,408.0,68.9
17HR-271,408.0,411.0,80.1
17HR-271,411.0,414.0,93.7
17HR-271,414.0,417.0,87.1
17HR-271,417.0,420.0,64.2
17HR-271,420.0,423.0,80.8
17HR-271,423.0,426.0,78.9
17HR-271,426.0,429.0,91.6
17HR-271,429.0,432.0,72.1
17HR-271,432.0,435.0,77.2
17HR-271,435.0,438.0,74.4
17HR-271,438.0,441.0,60.4
17HR-271,441.0,444.0,73.0
17HR-271,444.0,447.0,93.8
17HR-271,447.0,450.0,70.2
17HR-271,450.0,453.0,78.5
17HR-271,453.0,456.0,91.9
17HR-271,456.0,459.0,85.4
17HR-271,459.0,462.0,83.3
17HR-271,462.0,465.0,83.7
17HR-271,465.0,468.0,84.7
17HR-271,468.0,471.0,84.5
17HR-271,471.0,474.0,74.4
17HR-271,474.0,477.0,62.1
17HR-271,477.0,480.0,79.1
17HR-271,480.0,483.0,77.3
17HR-271,483.0,486.0,71.9
17HR-271,486.0,489.0,62.4
17HR-271,489.0,492.0,91.2
17HR-271,492.0,495.0,69.1
17HR-271,495.0,498.0,70.6
17HR-271,498.0,501.0,78.2
17HR-271,501.0,504.0,62.4
17HR-271,504.0,507.0,75.8
17HR-271,507.0,510.0,78.2
17HR-272,0.0,3.0,60.5
17HR-272,3.0,6.0,36.6
17HR-272,6.0,9.0,43.9
17HR-272,9.0,12.0,59.9
17HR-272,12.0,15.0,31.1
17HR-272,15.0,18.0,33.2
17HR-272,18.0,21.0,35.6
17HR-272,21.0,24.0,36.4
17HR-272,24.0,27.0,51.9
17HR-272,27.0,30.0,54.3
17HR-272,30.0,33.0,43.4
17HR-272,33.0,36.0,45.0
17HR-272,36.0,39.0,35.2
17HR-272,39.0,42.0,30.4
17HR-272,42.0,45.0,71.4
17HR-272,45.0,48.0,71.7
17HR-272,48.0,51.0,79.8
17HR-272,51.0,54.0,87.0
17HR-272,54.0,57.0,68.2
17HR-272,57.0,60.0,65.3
17HR-272,60.0,63.0,34.6
17HR-272,63.0,66.0,64.5
17HR-272,66.0,69.0,30.7
17HR-272,69.0,72.0,53.5
17HR-272,72.0,75.0,57.5
17HR-272,75.0,78.0,33.1
17HR-272,78.0,81.0,74.3
17HR-272,81.0,84.0,75.6
17HR-272,84.0,87.0,62.2
17HR-272,87.0,90.0,93.6
17HR-272,90.0,93.0,74.9
17HR-272,93.0,96.0,54.5
17HR-272,96.0,99.0,38.8
17HR-272,99.0,102.0,33.1
17HR-272,102.0,105.0,83.3
17HR-272,105.0,108.0,79.3
17HR-272,108.0,111.0,64.3
17HR-272,111.0,114.0,85.1
17HR-272,114.0,117.0,84.6
17HR-272,117.0,120.0,83.1
17HR-272,120.0,123.0,89.7
17HR-272,123.0,126.0,66.1
17HR-272,126.0,129.0,67.2
17HR-272,129.0,132.0,87.6
17HR-272,132.0,135.0,71.8
17HR-272,135.0,138.0,82.5
17HR-272,138.0,141.0,77.7
17HR-272,141.0,144.0,78.9
17HR-272,144.0,147.0,82.6
17HR-272,147.0,150.0,76.6
17HR-272,150.0,153.0,73.1
17HR-272,153.0,156.0,87.7
17HR-272,156.0,159.0,88.9
17HR-272,159.0,162.0,37.1
17HR-272,162.0,165.0,50.3
17HR-272,165.0,168.0,48.8
17HR-272,168.0,171.0,63.8
17HR-272,171.0,174.0,93.8
17HR-272,174.0,177.0,65.9
17HR-272,177.0,180.0,70.3
17HR-272,180.0,183.0,81.3
17HR-272,183.0,186.0,94.9
17HR-272,186.0,189.0,70.5
17HR-272,189.0,192.0,94.7
17HR-272,192.0,195.0,90.7
17HR-272,195.0,198.0,68.6
17HR-272,198.0,201.0,87.7
17HR-272,201.0,204.0,71.1
17HR-272,204.0,207.0,76.5
17HR-272,207.0,210.0,76.5
17HR-272,210.0,213.0,63.6
17HR-272,213.0,216.0,93.0
17HR-272,216.0,219.0,79.2
17HR-272,219.0,222.0,88.7
17HR-272,222.0,225.0,61.3
17HR-272,225.0,228.0,57.5
17HR-272,228.0,231.0,75.8
17HR-272,231.0,234.0,86.4
17HR-272,234.0,237.0,86.5
17HR-272,237.0,240.0,80.7
17HR-272,240.0,243.0,90.2
17HR-272,243.0,246.0,64.3
17HR-272,246.0,249.0,81.4
17HR-272,249.0,252.0,84.5
17HR-272,252.0,255.0,36.8
17HR-272,255.0,258.0,50.9
17HR-272,258.0,261.0,41.9
17HR-272,261.0,264.0,35.0
17HR-272,264.0,267.0,34.1
17HR-272,267.0,270.0,82.9
17HR-272,270.0,273.0,87.0
17HR-272,273.0,276.0,87.3
17HR-272,276.0,279.0,74.4
17HR-272,279.0,282.0,47.0
17HR-272,282.0,285.0,34.9
17HR-272,285.0,288.0,52.2
17HR-272,288.0,291.0,39.2
17HR-272,291.0,294.0,33.7
17HR-272,294.0,297.0,41.2
17HR-272,297.0,300.0,44.3
17HR-272,300.0,303.0,66.4
17HR-272,303.0,306.0,90.6
17HR-272,306.0,309.0,90.1
17HR-272,309.0,312.0,63.9
17HR-272,312.0,315.0,59.8
17HR-272,315.0,318.0,53.7
17HR-272,318.0,321.0,63.5
17HR-272,321.0,324.0,55.4
17HR-272,324.0,327.0,91.2
17HR-272,327.0,330.0,90.7
17HR-272,330.0,333.0,79.3
17HR-272,333.0,336.0,69.9
17HR-272,336.0,339.0,72.2
17HR-272,339.0,342.0,81.9
17HR-272,342.0,345.0,84.3
17HR-272,345.0,348.0,68.9
17HR-272,348.0,351.0,62.4
17HR-272,351.0,354.0,41.6
17HR-272,354.0,357.0,31.9
17HR-272,357.0,360.0,87.2
17HR-272,360.0,363.0,69.6
17HR-272,363.0,366.0,61.0
17HR-272,366.0,369.0,78.7
17HR-272,369.0,372.0,86.2
17HR-272,372.0,375.0,50.7
17HR-272,375.0,378.0,63.7
17HR-272,378.0,381.0,70.6
17HR-272,381.0,384.0,82.3
17HR-272,384.0,387.0,80.6
17HR-272,387.0,390.0,92.7
17HR-272,390.0,393.0,62.2
17HR-272,393.0,396.0,82.1
17HR-272,396.0,399.0,63.6
17HR-272,399.0,402.0,60.1
17HR-272,402.0,405.0,60.9
17HR-272,405.0,408.0,88.7
17HR-272,408.0,411.0,76.8
17HR-272,411.0,414.0,69.2
17HR-272,414.0,417.0,88.0
17HR-272,417.0,420.0,82.9
17HR-272,420.0,423.0,61.2
17HR-272,423.0,426.0,90.4
17HR-272,426.0,429.0,89.7
17HR-272,429.0,432.0,86.8
17HR-272,432.0,435.0,69.9
17HR-272,435.0,438.0,85.1
17HR-272,438.0,441.0,62.2
17HR-272,441.0,444.0,78.3
17HR-272,444.0,447.0,72.0
17HR-272,447.0,450.0,90.8
17HR-272,450.0,453.0,71.8
17HR-272,453.0,456.0,86.2
17HR-272,456.0,459.0,62.3
17HR-272,459.0,462.0,63.6
17HR-272,462.0,465.0,80.5
17HR-272,465.0,468.0,43.6
17HR-272,468.0,471.0,35.0
17HR-272,471.0,474.0,31.5
17HR-272,474.0,477.0,52.5
17HR-272,477.0,480.0,44.0
17HR-272,480.0,483.0,69.6
17HR-272,483.0,486.0,60.1
17HR-272,486.0,489.0,37.1
17HR-272,489.0,492.0,31.1
17HR-272,492.0,495.0,76.1
17HR-272,495.0,498.0,70.0
17HR-272,498.0,501.0,72.7
17HR-272,501.0,504.0,70.5
17HR-272,504.0,507.0,76.6
17HR-272,507.0,510.0,75.9
17HR-272,510.0,513.0,71.7
17HR-272,513.0,516.0,68.1
17HR-272,516.0,519.0,71.5
17HR-272,519.0,522.0,65.1
17HR-272,522.0,525.0,53.8
17HR-272,525.0,528.0,54.8
17HR-272,528.0,531.0,62.1
17HR-272,531.0,534.0,94.8
17HR-272,534.0,537.0,60.7
17HR-272,537.0,540.0,90.0
17HR-272,540.0,543.0,71.3
17HR-272,543.0,546.0,67.9
17HR-272,546.0,549.0,77.5
17HR-272,549.0,552.0,60.4
17HR-272,552.0,555.0,54.1
17HR-272,555.0,558.0,30.4
17HR-272,558.0,561.0,94.4
17HR-272,561.0,564.0,64.0
17HR-272,564.0,567.0,84.1
17HR-272,567.0,570.0,77.4
17HR-272,570.0,573.0,90.3
17HR-272,573.0,576.0,91.0
17HR-272,576.0,579.0,60.5
